"codigo distribuidor";"Referencia de producto";EAN;UPC;Unidades;Tarifa;"Descuento Comercial";"Nombre Producto";"FAMILIA RPS";"FOTO VARIANTE";"Variants date"
032-86224;SBCOY;;090255862249;0;27,00;37;"COYOTE HM- 12 GA 00 NICKEL 3""- Caja 10";;http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/862224.jpg;"2024-10-17 15:43:24 UTC+0000"
032-8623;SB;;090255386233;19965;22,00;37;"SST SLUG-12 GA 300 GR SST®- Caja 5";032HORNADY;http://d7rh5s3nxmpy4.cloudfront.net/CMP755/2/SLUG_6395386236.jpeg;"2024-11-18 19:25:36 UTC+0000"
032-86231;SBAG;;090255862317;4870;16,00;37;"AMERICAN GUNNER SLUG 12 GA REDUCED RECOIL™ RIFLED 1 OZ - Caja 5";032HORNADY;http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/862311.jpg;"2024-09-24 20:30:18 UTC+0000"
032-86234;SBWT;;090255862348;9250;15,00;37;"AMERICAN WHITETAIL SLUG 12 GA RIFLED SLUG 1 OZ- Caja 5";032HORNADY;http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/862341.jpg;"2024-10-08 19:50:25 UTC+0000"
032-86236;SBSP;;090255862362;9550;27,00;37;"SUPERFORMANCE SLUG 12 GA 300 GR MONOFLEX®  Caja 5";032HORNADY;http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/86236.jpg;"2024-10-21 18:50:39 UTC+0000"
032-86240;SBCD;;090255862409;0;25,00;37;"CRITICAL DEFENSE-12 GA 00 BUCKSHOT CD- Caja 10";032HORNADY;http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/862401.jpg;"2024-10-30 18:45:44 UTC+0000"
032-86243;SBVA;;090255862430;-50;25,00;37;"VARMINT EXPRESS-12 GA #4 BUCKSHOT- Caja 10";032HORNADY;http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/86243p.jpg;"2024-10-16 21:02:31 UTC+0000"
032-86249;SBBLACK;;090255862492;4950;24,00;37;"BLACK AMMO-12 GA 00 BUCKSHOT BLACK™- Caja 10";032HORNADY;http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/86249p.jpg;"2024-11-07 13:23:00 UTC+0000"
032-86251;VR;;090255862515;0;64,00;37;"VAINAS AL -25-06 REM UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:26 UTC+0000"
032-8625B;VR;;090255600698;0;1450,00;37;"VAINAS AL BULK 25-06 REM UNPRIMED- Caja 1500";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:49:20 UTC+0000"
032-86263;VR;;090255862638;0;73,00;37;"VAINAS AL -6.5X55 UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:26 UTC+0000"
032-86271;SBWT;;090255862713;21220;19,00;37;"WHITETAIL-12 GA SLUG 325 GR INTERLOCK® AW- Caja 5";032HORNADY;http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/86271.jpg;"2024-10-29 20:50:30 UTC+0000"
032-86274;SBAGPOST;;090255862744;0;21,00;37;"AMERICAN GUNNER- 12 GA REDUCED RECOIL™ 00 BUCKSHOT AG- Caja 10";032HORNADY;http://d7rh5s3nxmpy4.cloudfront.net/CMP755/1/86274.jpg;"2023-12-29 18:44:55 UTC+0000"
032-8628;VR;;090255486285;0;112,00;37;"VAINAS AL -6.5-284 UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:26 UTC+0000"
032-86280;VR;;090255862805;900;63,00;37;"VAINAS AL -6MM CREEDMOOR UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-10-28 13:03:20 UTC+0000"
032-86280B;VR;;090255708455;0;1543,00;37;"VAINAS AL BULK 6MM CREEDMOOR UNPRIMED- Caja 2000";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:49:20 UTC+0000"
032-86281;VR;;090255697414;950;63,00;37;"VAINAS AL -6.5 CREEDMOOR UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-10-01 14:50:22 UTC+0000"
032-86281B;VR;;090255862812;0;1505,00;37;"VAINAS AL BULK 6.5 CREEDMOOR UNPRIMED- Caja 2000";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:49:20 UTC+0000"
032-86283;VR;;090255862836;0;63,00;37;"VAINAS AL -6.5 GRENDEL UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:26 UTC+0000"
032-86283B;VR;;090255699593;0;2257,00;37;"VAINAS AL BULK 6.5 GRENDEL UNPRIMED- Caja 3000";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:49:20 UTC+0000"
032-86288;VR;;090255862881;2250;85,00;37;"VAINAS AL -6.5 PRC UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-10-28 13:03:20 UTC+0000"
032-86289;VR;;090255862898;0;82,00;37;"VAINAS AL -26 NOSLER UNPRIMED- Caja 20";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:26 UTC+0000"
032-8629;VR;;090255486292;2050;63,00;37;"VAINAS AL -6.8MM REM SPC UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:26 UTC+0000"
032-8629B;VR;;090255696998;0;1881,00;37;"VAINAS AL BULK 6.8MM REM SPC UNPRIMED- Caja 2500";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:49:20 UTC+0000"
032-8632;VR;;090255486322;0;70,00;37;"VAINAS AL -260 REM UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:26 UTC+0000"
032-8635;VR;;090255486353;450;64,00;37;"VAINAS AL -270 WIN UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-10-28 13:03:15 UTC+0000"
032-8635B;VR;;090255600674;0;1189,00;37;"VAINAS AL BULK 270 WIN UNPRIMED- Caja 1500";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:49:20 UTC+0000"
032-8636;VR;;090255486360;0;79,00;37;"VAINAS-275 RIGBY UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-09-21 11:35:04 UTC+0000"
032-8637;VR;;090255486377;0;96,00;37;"VAINAS AL -270 WSM UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:26 UTC+0000"
032-8638;VR;;090255486384;200;70,00;37;"VAINAS AL -280 REM UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:26 UTC+0000"
032-86381;VR;;090255863819;0;79,00;37;"VAINAS AL -280 ACKLEY IMP UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:26 UTC+0000"
032-8639;VR;;090255486391;-750;96,00;37;"VAINAS AL -7MM WSM UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-02-14 14:31:59 UTC+0000"
032-8640;VR;;090255486407;150;85,00;37;"VAINAS AL -7MM REM MAG UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-10-28 13:03:22 UTC+0000"
032-86404;VR;;90255864045;350;85,00;37;"VAINAS AL-7MM PRC UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";;"2024-11-11 20:57:06 UTC+0000"
032-86404B;VR;;0;0;0,00;37;"VAINAS AL BULK-7PRC- Caja 1200";"045PUNTAS Y VAINAS HORNADY";;"2024-03-22 20:42:59 UTC+0000"
032-8640B;VR;;090255600711;0;1285,00;37;"VAINAS AL BULK-7MM REM MAG- Caja 1200";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-09 00:10:56 UTC+0000"
032-86424;VR;;090255864243;0;82,00;37;"VAINAS AL-28 NOSLER UNPRIMED- Caja 20";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-8643;VR;;090255486438;0;112,00;37;"VAINAS AL-7MM STW UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-8646;VR;;090255486469;0;63,00;37;"VAINAS AL -7MM-08 REM UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:26 UTC+0000"
032-8646B;VR;;090255600728;0;1543,00;37;"VAINAS AL BULK-7MM-08 REM- Caja 2000";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-09 00:10:56 UTC+0000"
032-8650;VR;;090255486506;1400;112,00;37;"VAINAS AL-30 CARBINE UNPRIMED- Caja 200";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-8654;VR;;090255486544;750;85,00;37;"VAINAS AL-300 PRC UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-06-17 00:33:38 UTC+0000"
032-8655;VR;;090255486551;750;63,00;37;"VAINAS AL-30-30 WIN UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-04-19 21:01:23 UTC+0000"
032-8655B;VR;;090255698688;0;1535,00;37;"VAINAS AL BULK-30-30 WIN UNPRIMED- Caja 2000";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:49:20 UTC+0000"
032-8661;VR;;090255486612;650;63,00;37;"VAINAS AL-308 WIN UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-07-09 14:03:30 UTC+0000"
032-8661B;VR;;090255600438;0;1575,00;37;"VAINAS AL BULK-308 WIN UNPRIMED- Caja 2000";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:49:20 UTC+0000"
032-8662;VR;;090255486629;0;79,00;37;"VAINAS AL-308 MARLIN EXP UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-86627;VR;;090255866278;0;75,00;37;"VAINAS AL-30-40 KRAG UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-8664;VR;;090255486643;-300;63,00;37;"VAINAS-7.62X39 UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-01-11 13:37:49 UTC+0000"
032-8665;VR;;090255486650;-100;64,00;37;"VAINAS AL-30-06 SPRG UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-8665B;VR;;090255600285;0;1207,00;37;"VAINAS AL BULK-30-06 SPRG UNPRIMED- Caja 1500";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:49:20 UTC+0000"
032-8670;VR;;090255486704;-250;85,00;37;"VAINAS AL-300 WIN MAG UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-86701;VR;;090255867015;250;96,00;37;"VAINAS AL-300 WSM UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-04-09 14:43:17 UTC+0000"
032-86706;VR;;090255867060;0;82,00;37;"VAINAS AL-30 NOSLER UNPRIMED- Caja 20";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-8670B;VR;;090255600308;0;1245,00;37;"VAINAS AL BULK-300 WIN MAG UNPRIMED- Caja 1200";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:49:20 UTC+0000"
032-86724;VR;;090255867244;40;82,00;37;"VAINAS AL-300 REM ULTRA MAG UNPRIMED- Caja 20";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-09-27 14:43:07 UTC+0000"
032-86725;VR;;090255867251;0;112,00;37;"VAINAS AL-300 H&H MAG UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-8673;VR;;090255486735;0;96,00;37;"VAINAS AL-375 RUGER UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-86747;VR;;090255867473;0;82,00;37;"VAINAS AL-375 FL MAG NITRO EXP UNPRIMED- Caja 20";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-86751;VR;;090255867510;1400;46,00;37;"VAINAS AL-300 BLACKOUT UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-11-15 14:06:22 UTC+0000"
032-86751B;VR;;090255703276;0;2177,00;37;"VAINAS AL BULK-300 BLACKOUT UNPRIMED- Caja 4000";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:49:20 UTC+0000"
032-8680;VR;;090255486803;1000;96,00;37;"VAINAS AL-338 WIN MAG UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-11-14 12:15:31 UTC+0000"
032-86831;VR;;090255868319;0;96,00;37;"VAINAS AL-338 RCM UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-8684;VR;;090255868326;280;82,00;37;"VAINAS AL-338 LAPUA MAG UNPRIMED- Caja 20";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-06-06 13:25:22 UTC+0000"
032-8685;VR;;090255486858;500;103,00;37;"VAINAS AL-375 H&H MAG UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-06-17 00:33:41 UTC+0000"
032-8687;VR;;090255486872;0;82,00;37;"VAINAS AL-416 RIGBY UNPRIMED- Caja 20";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-86871;VR;;090255868715;0;101,00;37;"VAINAS AL-416 RUGER UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-86874;VR;;090255868746;0;112,00;37;"VAINAS AL-416 REM MAG UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-8692;VR;;090255486926;200;89,00;37;"VAINAS AL-444 MARLIN UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-01-23 13:51:42 UTC+0000"
032-86934;VR;;090255869347;0;82,00;37;"VAINAS AL-450-400 NITRO EXP 3"" UNPRIMED- Caja 20";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-86935;VR;;090255869354;500;70,00;37;"VAINAS AL-450 BUSHMASTER UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-8697;VR;;090255486971;0;118,00;37;"VAINAS-458 LOTT UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-09-21 11:35:05 UTC+0000"
032-8720;VAC;;090255487206;0;82,00;37;"VAINAS AC -9MM LUGER UNPRIMED- Caja 200";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/5520_cartridge_cases_pkg-2014_1.jpg;"2023-11-08 23:42:26 UTC+0000"
032-8722B;VAC;;090255710335;0;1969,00;37;"VAINAS AC BULK-9MM LUGER UNPRIMED- Caja 6000";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/5520_cartridge_cases_pkg-2014_1.jpg;"2023-11-08 23:49:19 UTC+0000"
032-8726;VR;;090255487268;160;59,00;37;"VAINAS-9.3X74R UNPRIMED- Caja 20";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-05-08 18:51:35 UTC+0000"
032-8729;VR;;090255487299;0;64,00;37;"VAINAS AL-35 REM UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-87291;VR;;090255872910;0;73,00;37;"VAINAS AL-35 WHELEN UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2023-11-08 23:42:27 UTC+0000"
032-87296;VR;;090255872965;0;46,00;37;"VAINAS AL-350 LEGEND UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-06-17 12:59:48 UTC+0000"
032-8730B;VAC;;090255601015;0;1788,00;37;"VAINAS AC BULK 38 SPL UNPRIMED- Caja 4500";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/5520_cartridge_cases_pkg-2014_1.jpg;"2023-11-08 23:49:19 UTC+0000"
032-8739;VAC;;090255487398;200;60,00;37;"*VAINA 357 SIG -CJ100 UDS-M500";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/5520_cartridge_cases_pkg-2014_1.jpg;"2024-02-05 12:01:01 UTC+0000"
032-8740;VAC;;090255487404;0;98,00;37;"VAINAS AC -357 MAG UNPRIMED- Caja 200";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/5520_cartridge_cases_pkg-2014_1.jpg;"2023-11-08 23:42:26 UTC+0000"
032-8742;VAC;;090255487428;0;83,00;37;"VAINAS AC -40 S&W UNPRIMED- Caja 200";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/5520_cartridge_cases_pkg-2014_1.jpg;"2023-11-08 23:42:26 UTC+0000"
032-8743B;VAC;;090255710342;0;1866,00;37;"VAINAS AC BULK-40 S&W UNPRIMED- Caja 5000";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/5520_cartridge_cases_pkg-2014_1.jpg;"2023-11-08 23:49:19 UTC+0000"
032-8749;VAC;;090255487497;100;82,00;37;"VAINAS-44 SPL UNPRIMED- Caja 100";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/5520_cartridge_cases_pkg-2014_1.jpg;"2024-06-19 14:36:20 UTC+0000"
032-8750;VAC;;090255487503;0;68,00;37;"VAINAS AC -44 REM MAG UNPRIMED- Caja 100";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/5520_cartridge_cases_pkg-2014_1.jpg;"2023-11-08 23:42:26 UTC+0000"
032-8760;VAC;;090255487602;0;76,00;37;"VAINAS AC -45 AUTO UNPRIMED- Caja 100";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/5520_cartridge_cases_pkg-2014_1.jpg;"2023-11-08 23:42:26 UTC+0000"
032-8760B;VAC;;090255601084;0;2367,00;37;"VAINAS AC BULK-45 AUTO UNPRIMED- Caja 4500";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/5520_cartridge_cases_pkg-2014_1.jpg;"2023-11-08 23:49:20 UTC+0000"
032-8780;VAC;;090255487800;0;68,00;37;"VAINAS AC -45 COLT UNPRIMED- Caja 100";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/5520_cartridge_cases_pkg-2014_1.jpg;"2023-11-08 23:42:26 UTC+0000"
032-8784;VR;;090255487848;-100;96,00;37;"VAINAS AL-45-70 GOVT UNPRIMED- Caja 50";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/7/HORNADY_VAINAS_RIFLE-cases_two-boxes.jpg;"2024-11-04 13:32:14 UTC+0000"
032-8785;VAC;;090255487855;0;122,00;37;"VAINAS AC -454 CASULL UNPRIMED- Caja 100";"045PUNTAS Y VAINAS HORNADY";http://d7rh5s3nxmpy4.cloudfront.net/CMP755/6/5520_cartridge_cases_pkg-2014_1.jpg;"2023-11-08 23:42:26 UTC+0000"
